Model Outputs,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,S03:LAJC,,,S03:LHJC,,,S03:LKJC,,,S03:RAJC,,,S03:RHJC,,,S03:RKJC,,
697,0,25.1512,1378.53,88.7944,32.7026,1320.85,803.556,31.3098,1341.78,449.107,-123.77,1386.74,86.4819,-148.089,1313.35,803.054,-143.058,1374.31,456.659
698,0,25.1533,1378.52,88.7945,32.6964,1320.87,803.558,31.3151,1341.78,449.106,-123.771,1386.74,86.4816,-148.095,1313.38,803.054,-143.065,1374.34,456.66
699,0,25.1543,1378.52,88.7946,32.6903,1320.89,803.56,31.3145,1341.79,449.105,-123.773,1386.75,86.4814,-148.101,1313.4,803.053,-143.072,1374.36,456.661
700,0,25.1542,1378.52,88.795,32.6844,1320.92,803.562,31.3075,1341.81,449.105,-123.774,1386.75,86.4814,-148.107,1313.42,803.053,-143.079,1374.38,456.662
701,0,25.1524,1378.52,88.7956,32.6784,1320.94,803.564,31.292,1341.85,449.106,-123.776,1386.76,86.4816,-148.113,1313.44,803.052,-143.085,1374.41,456.663
702,0,25.1484,1378.53,88.7965,32.6722,1320.96,803.566,31.2671,1341.9,449.108,-123.778,1386.76,86.482,-148.119,1313.45,803.051,-143.091,1374.43,456.665
703,0,25.142,1378.55,88.7978,32.6657,1320.97,803.569,31.2321,1341.96,449.111,-123.779,1386.77,86.4825,-148.125,1313.47,803.05,-143.097,1374.45,456.666
704,0,25.1329,1378.58,88.7995,32.6586,1320.99,803.571,31.1861,1342.05,449.116,-123.781,1386.77,86.4832,-148.132,1313.49,803.049,-143.103,1374.47,456.668
705,0,25.1208,1378.61,88.8016,32.651,1321.01,803.574,31.1284,1342.16,449.122,-123.782,1386.78,86.4839,-148.14,1313.5,803.048,-143.108,1374.48,456.669
706,0,25.1055,1378.66,88.8042,32.6425,1321.03,803.577,31.059,1342.29,449.129,-123.783,1386.78,86.4848,-148.148,1313.51,803.047,-143.113,1374.5,456.671
707,0,25.0873,1378.71,88.8073,32.6331,1321.05,803.579,30.9786,1342.44,449.138,-123.784,1386.78,86.4856,-148.157,1313.52,803.046,-143.117,1374.52,456.672
708,0,25.066,1378.78,88.8111,32.6228,1321.07,803.582,30.8875,1342.61,449.148,-123.785,1386.79,86.4865,-148.167,1313.54,803.045,-143.121,1374.53,456.673
709,0,25.0423,1378.85,88.8153,32.6113,1321.09,803.585,30.7872,1342.8,449.159,-123.785,1386.79,86.4873,-148.178,1313.55,803.044,-143.125,1374.54,456.674
710,0,25.0161,1378.93,88.8202,32.5988,1321.11,803.588,30.6789,1343.01,449.171,-123.785,1386.79,86.488,-148.19,1313.55,803.044,-143.129,1374.55,456.675
711,0,24.9883,1379.02,88.8255,32.5852,1321.14,803.59,30.5646,1343.23,449.185,-123.785,1386.79,86.4886,-148.203,1313.56,803.043,-143.133,1374.56,456.676
712,0,24.9593,1379.12,88.8314,32.5704,1321.16,803.593,30.4463,1343.46,449.198,-123.784,1386.79,86.4891,-148.217,1313.57,803.042,-143.136,1374.56,456.676
713,0,24.9298,1379.22,88.8376,32.5547,1321.19,803.596,30.327,1343.7,449.213,-123.784,1386.79,86.4894,-148.232,1313.58,803.042,-143.139,1374.57,456.677
714,0,24.9004,1379.32,88.8441,32.5381,1321.21,803.598,30.2082,1343.94,449.227,-123.783,1386.79,86.4896,-148.248,1313.59,803.042,-143.142,1374.57,456.677
715,0,24.8716,1379.42,88.8507,32.5206,1321.24,803.6,30.0923,1344.18,449.241,-123.783,1386.79,86.4897,-148.264,1313.59,803.042,-143.145,1374.58,456.678
716,0,24.8443,1379.52,88.8574,32.5025,1321.26,803.603,29.9821,1344.41,449.255,-123.782,1386.79,86.4898,-148.282,1313.6,803.042,-143.148,1374.58,456.678
717,0,24.8188,1379.61,88.8639,32.4838,1321.29,803.604,29.879,1344.62,449.268,-123.782,1386.79,86.4897,-148.299,1313.61,803.042,-143.15,1374.58,456.678
718,0,24.7957,1379.7,88.8701,32.4649,1321.32,803.606,29.7849,1344.82,449.279,-123.781,1386.79,86.4895,-148.317,1313.61,803.042,-143.153,1374.58,456.679
719,0,24.775,1379.78,88.876,32.4459,1321.34,803.608,29.7007,1345,449.29,-123.781,1386.78,86.4894,-148.336,1313.62,803.042,-143.155,1374.58,456.679
720,0,24.7572,1379.84,88.8812,32.427,1321.37,803.609,29.6275,1345.16,449.299,-123.781,1386.78,86.4892,-148.354,1313.62,803.042,-143.157,1374.58,456.68
721,0,24.7422,1379.9,88.8858,32.4083,1321.39,803.61,29.5654,1345.29,449.307,-123.781,1386.78,86.4889,-148.372,1313.63,803.043,-143.159,1374.58,456.68
722,0,24.73,1379.95,88.8896,32.3902,1321.41,803.611,29.5144,1345.4,449.313,-123.782,1386.77,86.4886,-148.389,1313.63,803.043,-143.16,1374.58,456.681
723,0,24.7204,1379.99,88.8927,32.3726,1321.43,803.611,29.4739,1345.48,449.317,-123.782,1386.77,86.4883,-148.406,1313.63,803.043,-143.162,1374.57,456.682
724,0,24.7135,1380.01,88.8949,32.3559,1321.45,803.612,29.4438,1345.54,449.32,-123.782,1386.77,86.488,-148.422,1313.64,803.044,-143.163,1374.57,456.683
725,0,24.7087,1380.03,88.8962,32.3401,1321.46,803.612,29.4223,1345.58,449.322,-123.783,1386.76,86.4876,-148.437,1313.64,803.044,-143.164,1374.57,456.684
726,0,24.7059,1380.03,88.8967,32.3255,1321.48,803.612,29.4091,1345.6,449.323,-123.783,1386.76,86.4872,-148.451,1313.65,803.044,-143.165,1374.57,456.685
727,0,24.7049,1380.03,88.8964,32.3119,1321.49,803.612,29.4027,1345.6,449.323,-123.784,1386.76,86.4867,-148.465,1313.65,803.045,-143.166,1374.57,456.686
728,0,24.7052,1380.02,88.8953,32.2997,1321.5,803.612,29.4015,1345.59,449.322,-123.784,1386.75,86.4862,-148.477,1313.65,803.045,-143.166,1374.56,456.687
729,0,24.7066,1380,88.8936,32.2888,1321.51,803.612,29.4046,1345.57,449.32,-123.784,1386.75,86.4856,-148.487,1313.66,803.045,-143.167,1374.56,456.687
730,0,24.7088,1379.98,88.8912,32.2792,1321.51,803.611,29.4109,1345.54,449.318,-123.784,1386.75,86.4851,-148.497,1313.66,803.045,-143.167,1374.56,456.688
731,0,24.7116,1379.96,88.8884,32.271,1321.52,803.611,29.4192,1345.51,449.317,-123.783,1386.74,86.4846,-148.505,1313.66,803.045,-143.167,1374.55,456.688
732,0,24.7147,1379.94,88.8852,32.2641,1321.52,803.611,29.4287,1345.48,449.315,-123.783,1386.74,86.4841,-148.512,1313.67,803.045,-143.168,1374.55,456.688
733,0,24.7179,1379.92,88.8818,32.2586,1321.52,803.611,29.4385,1345.44,449.313,-123.782,1386.74,86.4836,-148.517,1313.67,803.045,-143.168,1374.55,456.688
734,0,24.721,1379.9,88.8784,32.2542,1321.52,803.611,29.4478,1345.41,449.312,-123.781,1386.73,86.4832,-148.522,1313.67,803.045,-143.168,1374.54,456.688
735,0,24.724,1379.88,88.875,32.251,1321.52,803.611,29.4564,1345.38,449.311,-123.781,1386.73,86.483,-148.525,1313.67,803.045,-143.168,1374.54,456.687
736,0,24.7267,1379.86,88.872,32.249,1321.52,803.611,29.4639,1345.36,449.311,-123.78,1386.73,86.4828,-148.528,1313.68,803.045,-143.169,1374.54,456.687
737,0,24.729,1379.84,88.8694,32.2481,1321.51,803.611,29.4701,1345.34,449.311,-123.779,1386.73,86.4827,-148.529,1313.68,803.045,-143.17,1374.54,456.686
738,0,24.7309,1379.83,88.8673,32.248,1321.51,803.611,29.4751,1345.32,449.312,-123.779,1386.73,86.4828,-148.529,1313.68,803.044,-143.171,1374.53,456.685
739,0,24.7323,1379.82,88.866,32.2489,1321.51,803.612,29.4788,1345.31,449.313,-123.779,1386.72,86.4829,-148.528,1313.69,803.044,-143.172,1374.53,456.684
740,0,24.7335,1379.82,88.8655,32.2505,1321.51,803.613,29.4814,1345.3,449.315,-123.779,1386.72,86.4831,-148.527,1313.69,803.044,-143.174,1374.53,456.683
741,0,24.7342,1379.82,88.8658,32.2529,1321.5,803.613,29.4832,1345.3,449.317,-123.779,1386.72,86.4833,-148.525,1313.69,803.044,-143.176,1374.54,456.682
742,0,24.7348,1379.82,88.8669,32.2559,1321.5,803.614,29.4844,1345.3,449.319,-123.78,1386.73,86.4835,-148.522,1313.69,803.044,-143.178,1374.54,456.681
743,0,24.7351,1379.82,88.8689,32.2595,1321.5,803.615,29.4852,1345.3,449.321,-123.781,1386.73,86.4837,-148.519,1313.7,803.044,-143.18,1374.54,456.681
744,0,24.7353,1379.83,88.8716,32.2636,1321.5,803.616,29.4861,1345.3,449.324,-123.782,1386.73,86.4837,-148.515,1313.7,803.044,-143.182,1374.55,456.681
745,0,24.7356,1379.84,88.8749,32.2681,1321.49,803.617,29.4874,1345.3,449.326,-123.783,1386.73,86.4835,-148.51,1313.7,803.044,-143.185,1374.55,456.68
746,0,24.7358,1379.84,88.8787,32.2731,1321.49,803.618,29.4892,1345.31,449.328,-123.784,1386.74,86.4833,-148.506,1313.7,803.044,-143.188,1374.56,456.681
747,0,24.7362,1379.85,88.8828,32.2784,1321.49,803.619,29.4921,1345.31,449.33,-123.786,1386.74,86.4828,-148.5,1313.7,803.044,-143.19,1374.57,456.681
748,0,24.7369,1379.86,88.8869,32.2839,1321.49,803.62,29.4961,1345.31,449.331,-123.787,1386.74,86.4821,-148.495,1313.7,803.045,-143.192,1374.58,456.681
749,0,24.7378,1379.87,88.8909,32.2898,1321.49,803.621,29.5014,1345.3,449.332,-123.789,1386.75,86.4813,-148.489,1313.7,803.045,-143.194,1374.58,456.682
750,0,24.7392,1379.88,88.8944,32.2958,1321.49,803.622,29.5084,1345.3,449.333,-123.79,1386.75,86.4803,-148.483,1313.7,803.046,-143.196,1374.59,456.682
751,0,24.7409,1379.88,88.8976,32.3019,1321.48,803.623,29.5167,1345.29,449.333,-123.791,1386.75,86.4793,-148.477,1313.7,803.046,-143.197,1374.6,456.683
752,0,24.7429,1379.88,88.9001,32.3082,1321.48,803.624,29.5265,1345.28,449.333,-123.792,1386.76,86.4782,-148.471,1313.7,803.047,-143.197,1374.61,456.684
753,0,24.7453,1379.88,88.9018,32.3145,1321.48,803.625,29.5379,1345.27,449.332,-123.792,1386.76,86.4771,-148.464,1313.69,803.048,-143.197,1374.62,456.684
754,0,24.7481,1379.87,88.9028,32.3209,1321.48,803.626,29.5508,1345.25,449.33,-123.793,1386.76,86.476,-148.458,1313.69,803.048,-143.196,1374.62,456.685
755,0,24.7511,1379.87,88.903,32.3271,1321.48,803.626,29.5647,1345.23,449.329,-123.793,1386.76,86.4751,-148.451,1313.69,803.049,-143.195,1374.62,456.686
756,0,24.7544,1379.85,88.9025,32.3333,1321.47,803.627,29.5797,1345.21,449.327,-123.792,1386.77,86.4744,-148.445,1313.68,803.05,-143.193,1374.63,456.686
757,0,24.7578,1379.84,88.9014,32.3394,1321.47,803.627,29.5957,1345.19,449.324,-123.792,1386.77,86.4739,-148.439,1313.67,803.051,-143.19,1374.63,456.686
758,0,24.7613,1379.82,88.8998,32.3452,1321.47,803.627,29.6121,1345.16,449.322,-123.792,1386.77,86.4736,-148.433,1313.67,803.052,-143.187,1374.63,456.687
759,0,24.7648,1379.81,88.8977,32.3509,1321.47,803.627,29.6288,1345.13,449.319,-123.791,1386.77,86.4736,-148.427,1313.66,803.053,-143.184,1374.63,456.687
760,0,24.7683,1379.79,88.8955,32.3562,1321.46,803.627,29.6458,1345.11,449.316,-123.79,1386.76,86.4738,-148.422,1313.65,803.054,-143.179,1374.62,456.687
761,0,24.7717,1379.77,88.8931,32.3613,1321.46,803.627,29.6622,1345.08,449.313,-123.79,1386.76,86.4743,-148.416,1313.65,803.054,-143.175,1374.62,456.687
762,0,24.7748,1379.75,88.8908,32.366,1321.46,803.627,29.6782,1345.05,449.31,-123.789,1386.76,86.4749,-148.411,1313.64,803.055,-143.17,1374.61,456.687
763,0,24.7777,1379.73,88.8886,32.3705,1321.45,803.626,29.6934,1345.02,449.307,-123.788,1386.76,86.4757,-148.407,1313.63,803.056,-143.166,1374.6,456.687
764,0,24.7805,1379.71,88.8865,32.3745,1321.45,803.625,29.7084,1344.99,449.304,-123.788,1386.76,86.4766,-148.402,1313.62,803.057,-143.161,1374.6,456.687
765,0,24.7831,1379.7,88.8847,32.3782,1321.45,803.624,29.7226,1344.97,449.301,-123.787,1386.76,86.4776,-148.398,1313.61,803.057,-143.156,1374.59,456.687
766,0,24.7857,1379.68,88.8831,32.3817,1321.44,803.623,29.7364,1344.94,449.298,-123.787,1386.76,86.4785,-148.395,1313.6,803.058,-143.151,1374.58,456.687
767,0,24.7884,1379.67,88.8817,32.3848,1321.44,803.622,29.7503,1344.91,449.295,-123.787,1386.75,86.4795,-148.391,1313.59,803.058,-143.146,1374.57,456.688
768,0,24.7914,1379.65,88.8803,32.3877,1321.43,803.62,29.7647,1344.88,449.292,-123.787,1386.75,86.4803,-148.388,1313.58,803.059,-143.142,1374.57,456.688
769,0,24.7947,1379.64,88.879,32.3904,1321.42,803.618,29.7798,1344.84,449.288,-123.787,1386.75,86.481,-148.385,1313.57,803.059,-143.138,1374.56,456.689
770,0,24.7988,1379.62,88.8775,32.393,1321.42,803.616,29.797,1344.8,449.285,-123.787,1386.75,86.4816,-148.383,1313.56,803.059,-143.133,1374.55,456.69
771,0,24.8039,1379.6,88.8757,32.3954,1321.41,803.614,29.8169,1344.75,449.281,-123.786,1386.75,86.4819,-148.38,1313.54,803.06,-143.129,1374.55,456.69
772,0,24.81,1379.58,88.8736,32.3979,1321.4,803.611,29.84,1344.7,449.276,-123.786,1386.75,86.4821,-148.377,1313.53,803.06,-143.125,1374.54,456.691
773,0,24.8178,1379.55,88.8709,32.4005,1321.39,803.608,29.8677,1344.63,449.271,-123.786,1386.75,86.4821,-148.375,1313.52,803.06,-143.121,1374.53,456.692
774,0,24.8272,1379.52,88.8677,32.4033,1321.38,803.605,29.9006,1344.56,449.265,-123.786,1386.75,86.482,-148.372,1313.51,803.06,-143.117,1374.53,456.693
775,0,24.8384,1379.48,88.864,32.4064,1321.37,803.602,29.939,1344.47,449.259,-123.786,1386.75,86.4817,-148.369,1313.5,803.06,-143.113,1374.52,456.694
776,0,24.8515,1379.44,88.8596,32.4099,1321.36,803.598,29.9837,1344.37,449.251,-123.785,1386.75,86.4814,-148.365,1313.49,803.06,-143.108,1374.51,456.695
777,0,24.8666,1379.39,88.8548,32.4139,1321.35,803.593,30.0351,1344.25,449.243,-123.785,1386.75,86.4809,-148.362,1313.48,803.06,-143.104,1374.51,456.696
778,0,24.8835,1379.34,88.8494,32.4185,1321.33,803.589,30.093,1344.13,449.235,-123.784,1386.75,86.4804,-148.357,1313.47,803.06,-143.099,1374.5,456.697
779,0,24.902,1379.28,88.8438,32.4238,1321.31,803.584,30.1568,1343.99,449.225,-123.783,1386.75,86.48,-148.352,1313.46,803.06,-143.093,1374.49,456.697
780,0,24.9219,1379.22,88.8381,32.4301,1321.29,803.578,30.2261,1343.84,449.216,-123.782,1386.75,86.4795,-148.346,1313.44,803.06,-143.087,1374.48,456.697
781,0,24.9425,1379.16,88.8325,32.4372,1321.27,803.573,30.2994,1343.68,449.206,-123.781,1386.75,86.4792,-148.339,1313.43,803.06,-143.081,1374.47,456.697
782,0,24.9636,1379.09,88.8271,32.4454,1321.25,803.566,30.376,1343.52,449.196,-123.78,1386.75,86.4789,-148.332,1313.42,803.06,-143.074,1374.46,456.697
783,0,24.9846,1379.03,88.8222,32.4547,1321.22,803.56,30.4541,1343.36,449.186,-123.779,1386.74,86.4786,-148.323,1313.41,803.06,-143.067,1374.44,456.697
784,0,25.0047,1378.97,88.818,32.4652,1321.2,803.553,30.5317,1343.21,449.176,-123.777,1386.74,86.4785,-148.313,1313.39,803.06,-143.059,1374.43,456.696
785,0,25.0236,1378.92,88.8146,32.477,1321.17,803.546,30.6075,1343.05,449.168,-123.775,1386.73,86.4785,-148.302,1313.38,803.06,-143.05,1374.41,456.695
786,0,25.0407,1378.87,88.812,32.4902,1321.14,803.538,30.6794,1342.91,449.159,-123.773,1386.73,86.4785,-148.29,1313.37,803.059,-143.041,1374.39,456.694
787,0,25.0557,1378.83,88.8105,32.5049,1321.1,803.53,30.7467,1342.78,449.152,-123.771,1386.73,86.4786,-148.276,1313.35,803.059,-143.032,1374.38,456.693
788,0,25.068,1378.8,88.81,32.521,1321.06,803.521,30.8074,1342.66,449.146,-123.769,1386.72,86.4788,-148.261,1313.33,803.059,-143.022,1374.36,456.691
789,0,25.0777,1378.78,88.8105,32.5387,1321.03,803.513,30.8609,1342.56,449.14,-123.767,1386.72,86.479,-148.244,1313.32,803.059,-143.011,1374.34,456.69
790,0,25.0843,1378.76,88.8119,32.5579,1320.99,803.504,30.9062,1342.48,449.136,-123.765,1386.71,86.4793,-148.226,1313.3,803.058,-143,1374.32,456.689
791,0,25.0882,1378.76,88.8141,32.5787,1320.94,803.495,30.9435,1342.41,449.132,-123.762,1386.71,86.4797,-148.206,1313.28,803.057,-142.989,1374.3,456.688
792,0,25.0895,1378.76,88.8171,32.6011,1320.9,803.485,30.9728,1342.36,449.129,-123.76,1386.71,86.48,-148.184,1313.26,803.057,-142.978,1374.28,456.687
793,0,25.0883,1378.77,88.8207,32.625,1320.85,803.476,30.9946,1342.32,449.127,-123.758,1386.7,86.4804,-148.162,1313.24,803.056,-142.966,1374.27,456.686
794,0,25.0851,1378.79,88.8248,32.6504,1320.8,803.467,31.0099,1342.3,449.125,-123.756,1386.7,86.4808,-148.137,1313.22,803.055,-142.953,1374.25,456.685
795,0,25.0804,1378.8,88.8291,32.6773,1320.75,803.457,31.02,1342.28,449.124,-123.754,1386.7,86.4812,-148.112,1313.19,803.054,-142.941,1374.23,456.685
796,0,25.0746,1378.83,88.8335,32.7056,1320.7,803.448,31.0264,1342.28,449.123,-123.753,1386.7,86.4816,-148.084,1313.17,803.052,-142.928,1374.22,456.685
797,0,25.0683,1378.85,88.8377,32.7351,1320.65,803.438,31.0308,1342.28,449.121,-123.752,1386.7,86.4821,-148.056,1313.15,803.051,-142.915,1374.2,456.685
798,0,25.0621,1378.87,88.8417,32.7657,1320.6,803.429,31.035,1342.28,449.12,-123.751,1386.7,86.4826,-148.027,1313.12,803.049,-142.902,1374.19,456.685
799,0,25.0567,1378.88,88.8452,32.7974,1320.55,803.421,31.0411,1342.28,449.118,-123.75,1386.7,86.4831,-147.996,1313.09,803.048,-142.889,1374.17,456.686
800,0,25.0525,1378.9,88.8479,32.8299,1320.49,803.412,31.0509,1342.27,449.116,-123.749,1386.7,86.4835,-147.964,1313.07,803.046,-142.875,1374.16,456.687
801,0,25.0501,1378.9,88.8498,32.8631,1320.44,803.404,31.0661,1342.25,449.113,-123.749,1386.7,86.484,-147.932,1313.04,803.044,-142.862,1374.15,456.688
802,0,25.0498,1378.9,88.8506,32.8968,1320.39,803.397,31.0879,1342.22,449.109,-123.749,1386.7,86.4844,-147.899,1313.01,803.041,-142.848,1374.14,456.689
803,0,25.0519,1378.89,88.8503,32.9308,1320.35,803.389,31.1172,1342.18,449.104,-123.749,1386.7,86.4847,-147.866,1312.98,803.039,-142.834,1374.12,456.691
804,0,25.0567,1378.87,88.8487,32.9649,1320.3,803.383,31.1551,1342.12,449.099,-123.749,1386.71,86.485,-147.833,1312.95,803.037,-142.82,1374.11,456.693
805,0,25.0644,1378.84,88.8459,32.9989,1320.26,803.377,31.202,1342.04,449.092,-123.749,1386.71,86.4852,-147.799,1312.92,803.034,-142.806,1374.1,456.695
806,0,25.0747,1378.8,88.8417,33.0326,1320.22,803.371,31.2572,1341.95,449.085,-123.748,1386.71,86.4853,-147.766,1312.89,803.032,-142.791,1374.09,456.698
807,0,25.0877,1378.75,88.8364,33.0659,1320.18,803.366,31.3205,1341.84,449.077,-123.748,1386.71,86.4854,-147.733,1312.86,803.029,-142.777,1374.08,456.7
808,0,25.1031,1378.7,88.83,33.0984,1320.15,803.362,31.3912,1341.72,449.068,-123.747,1386.72,86.4854,-147.701,1312.83,803.026,-142.762,1374.07,456.703
809,0,25.1205,1378.64,88.8226,33.1301,1320.12,803.358,31.468,1341.59,449.059,-123.747,1386.72,86.4853,-147.669,1312.8,803.024,-142.746,1374.05,456.706
810,0,25.1397,1378.57,88.8146,33.1609,1320.1,803.354,31.5495,1341.46,449.05,-123.746,1386.72,86.4852,-147.638,1312.77,803.021,-142.731,1374.04,456.709
811,0,25.1601,1378.5,88.8061,33.1905,1320.08,803.351,31.6341,1341.32,449.04,-123.745,1386.73,86.485,-147.608,1312.74,803.019,-142.715,1374.03,456.712
812,0,25.1812,1378.44,88.7974,33.219,1320.07,803.349,31.7204,1341.17,449.031,-123.743,1386.73,86.485,-147.579,1312.72,803.017,-142.699,1374.02,456.715
813,0,25.2026,1378.37,88.7888,33.2461,1320.06,803.346,31.8065,1341.03,449.022,-123.742,1386.73,86.4849,-147.551,1312.69,803.014,-142.682,1374,456.718
814,0,25.2238,1378.31,88.7806,33.272,1320.05,803.344,31.8911,1340.9,449.014,-123.74,1386.74,86.4849,-147.524,1312.66,803.012,-142.665,1373.99,456.721
815,0,25.2443,1378.24,88.7731,33.2966,1320.05,803.343,31.9725,1340.77,449.006,-123.739,1386.74,86.4851,-147.498,1312.64,803.01,-142.648,1373.98,456.724
816,0,25.2636,1378.19,88.7666,33.3199,1320.05,803.341,32.0492,1340.65,448.999,-123.737,1386.74,86.4853,-147.474,1312.61,803.008,-142.63,1373.97,456.727
817,0,25.2815,1378.14,88.7612,33.342,1320.06,803.339,32.1207,1340.54,448.993,-123.735,1386.75,86.4856,-147.451,1312.59,803.006,-142.612,1373.95,456.73
818,0,25.2975,1378.1,88.7572,33.3629,1320.07,803.338,32.1856,1340.44,448.987,-123.733,1386.75,86.486,-147.428,1312.56,803.005,-142.594,1373.94,456.733
819,0,25.3113,1378.06,88.7547,33.3827,1320.08,803.337,32.2432,1340.36,448.983,-123.731,1386.75,86.4865,-147.407,1312.54,803.003,-142.576,1373.93,456.735
820,0,25.3227,1378.04,88.7538,33.4016,1320.1,803.335,32.293,1340.29,448.979,-123.73,1386.75,86.487,-147.387,1312.52,803.002,-142.558,1373.91,456.738
821,0,25.3317,1378.02,88.7545,33.4198,1320.11,803.334,32.3349,1340.24,448.976,-123.728,1386.76,86.4874,-147.367,1312.5,803,-142.54,1373.9,456.74
822,0,25.338,1378.01,88.7567,33.4372,1320.13,803.332,32.3687,1340.2,448.975,-123.726,1386.76,86.4878,-147.348,1312.48,802.999,-142.522,1373.89,456.742
823,0,25.3418,1378.01,88.7603,33.4542,1320.14,803.33,32.395,1340.17,448.974,-123.724,1386.76,86.4881,-147.329,1312.46,802.998,-142.504,1373.87,456.744
824,0,25.3431,1378.02,88.7652,33.4708,1320.16,803.328,32.4135,1340.16,448.973,-123.722,1386.76,86.4883,-147.311,1312.44,802.996,-142.486,1373.86,456.746
825,0,25.3422,1378.04,88.7711,33.4872,1320.17,803.326,32.4254,1340.16,448.974,-123.72,1386.76,86.4883,-147.294,1312.42,802.995,-142.469,1373.84,456.748
826,0,25.339,1378.06,88.7777,33.5036,1320.18,803.324,32.4309,1340.16,448.975,-123.718,1386.76,86.488,-147.276,1312.4,802.994,-142.453,1373.83,456.749
827,0,25.3341,1378.08,88.7848,33.5199,1320.18,803.321,32.431,1340.18,448.977,-123.716,1386.76,86.4876,-147.259,1312.38,802.992,-142.437,1373.82,456.75
828,0,25.3276,1378.11,88.7921,33.5364,1320.19,803.319,32.4266,1340.21,448.979,-123.714,1386.76,86.487,-147.241,1312.36,802.991,-142.422,1373.81,456.751
829,0,25.3201,1378.14,88.7993,33.5532,1320.18,803.316,32.419,1340.24,448.981,-123.713,1386.76,86.4862,-147.224,1312.34,802.989,-142.407,1373.79,456.752
830,0,25.3116,1378.18,88.8062,33.5702,1320.18,803.313,32.4085,1340.27,448.983,-123.711,1386.75,86.4853,-147.206,1312.32,802.988,-142.393,1373.78,456.753
831,0,25.3029,1378.21,88.8125,33.5876,1320.17,803.31,32.397,1340.3,448.986,-123.709,1386.75,86.4842,-147.188,1312.3,802.986,-142.38,1373.77,456.753
832,0,25.2942,1378.24,88.818,33.6053,1320.15,803.306,32.3853,1340.34,448.988,-123.707,1386.75,86.4831,-147.171,1312.28,802.984,-142.368,1373.76,456.754
833,0,25.286,1378.27,88.8227,33.6234,1320.13,803.303,32.3743,1340.37,448.99,-123.705,1386.75,86.482,-147.152,1312.26,802.982,-142.356,1373.75,456.754
834,0,25.2785,1378.3,88.8264,33.6418,1320.1,803.3,32.365,1340.4,448.991,-123.704,1386.75,86.4809,-147.134,1312.24,802.979,-142.346,1373.74,456.754
835,0,25.2722,1378.32,88.8292,33.6604,1320.07,803.297,32.3585,1340.41,448.992,-123.702,1386.75,86.48,-147.116,1312.22,802.977,-142.335,1373.73,456.754
836,0,25.2672,1378.34,88.831,33.6793,1320.03,803.294,32.3551,1340.43,448.992,-123.701,1386.75,86.4791,-147.098,1312.19,802.974,-142.326,1373.72,456.754
837,0,25.264,1378.35,88.8318,33.6982,1319.99,803.291,32.3557,1340.43,448.991,-123.7,1386.74,86.4785,-147.08,1312.17,802.971,-142.317,1373.71,456.754
838,0,25.2624,1378.35,88.8319,33.7172,1319.95,803.288,32.3607,1340.42,448.989,-123.699,1386.74,86.478,-147.062,1312.15,802.968,-142.308,1373.7,456.754
839,0,25.2627,1378.35,88.8313,33.7359,1319.89,803.286,32.3703,1340.4,448.986,-123.697,1386.74,86.4777,-147.044,1312.12,802.964,-142.3,1373.69,456.753
840,0,25.2648,1378.34,88.83,33.7545,1319.84,803.283,32.3842,1340.37,448.983,-123.696,1386.74,86.4776,-147.027,1312.09,802.961,-142.292,1373.68,456.753
841,0,25.2687,1378.33,88.8283,33.7726,1319.78,803.281,32.4025,1340.33,448.978,-123.695,1386.74,86.4778,-147.01,1312.06,802.957,-142.285,1373.67,456.752
842,0,25.274,1378.31,88.8263,33.7902,1319.72,803.279,32.4244,1340.29,448.972,-123.695,1386.74,86.478,-146.993,1312.03,802.953,-142.278,1373.66,456.752
843,0,25.2806,1378.29,88.8241,33.8071,1319.66,803.277,32.4495,1340.23,448.965,-123.694,1386.74,86.4785,-146.978,1312,802.948,-142.271,1373.65,456.752
844,0,25.2883,1378.26,88.8218,33.823,1319.59,803.275,32.4769,1340.17,448.958,-123.693,1386.74,86.479,-146.963,1311.96,802.944,-142.264,1373.64,456.751
845,0,25.2967,1378.24,88.8195,33.838,1319.52,803.274,32.5062,1340.1,448.95,-123.692,1386.74,86.4797,-146.95,1311.93,802.939,-142.258,1373.63,456.751
846,0,25.3053,1378.21,88.8174,33.8518,1319.45,803.273,32.5355,1340.03,448.942,-123.691,1386.74,86.4804,-146.937,1311.89,802.934,-142.252,1373.62,456.751
847,0,25.3137,1378.19,88.8154,33.8643,1319.39,803.271,32.5635,1339.95,448.934,-123.689,1386.74,86.4811,-146.926,1311.85,802.929,-142.246,1373.6,456.751
848,0,25.3215,1378.16,88.8137,33.8753,1319.32,803.27,32.5897,1339.89,448.926,-123.688,1386.74,86.4818,-146.916,1311.81,802.924,-142.241,1373.59,456.751
849,0,25.3283,1378.14,88.8123,33.8848,1319.25,803.269,32.6117,1339.82,448.918,-123.687,1386.73,86.4825,-146.908,1311.77,802.918,-142.235,1373.57,456.751
850,0,25.3336,1378.13,88.8113,33.8926,1319.18,803.268,32.6288,1339.76,448.911,-123.686,1386.73,86.4832,-146.901,1311.73,802.912,-142.231,1373.56,456.751
851,0,25.3369,1378.12,88.8107,33.8987,1319.11,803.267,32.639,1339.72,448.905,-123.684,1386.73,86.4838,-146.896,1311.68,802.906,-142.227,1373.54,456.752
